#,Rider,Points,Avg Score,Prize $,Outs,Rides,Ride %,tour,year
57,Allan Dias,76.0,77.8,2430.0,26,11,42.31,pbr_brazil,2024
58,Adriano Salgado,75.0,84.55,2738.0,8,5,62.5,pbr_brazil,2024
59,Ismael da Silva,73.0,83.09,1782.0,18,8,44.44,pbr_brazil,2024
60,Marcos Vinicius Vieira,65.5,86.0,2715.0,12,6,50.0,pbr_brazil,2024
61,Ayslan Jeferson,64.5,82.67,7900.0,15,6,40.0,pbr_brazil,2024
62,Chaster Pereira,63.0,81.57,4660.0,18,7,38.89,pbr_brazil,2024
62,José Ilton Aparecido,63.0,84.08,2685.0,14,6,42.86,pbr_brazil,2024
64,Dionatan Pereira,58.5,81.36,753.0,21,7,33.33,pbr_brazil,2024
65,Caio Silva,57.5,86.13,5300.0,11,4,36.36,pbr_brazil,2024
66,Hidelvan Ribeiro,56.75,85.7,920.0,8,5,62.5,pbr_brazil,2024
67,Cesar Henrique Silva,54.0,84.63,9800.0,5,4,80.0,pbr_brazil,2024
68,Arthur Antonialle,53.5,83.17,5425.0,7,3,42.86,pbr_brazil,2024
69,Gean Pereira Carvalho,52.0,84.45,1944.0,12,5,41.67,pbr_brazil,2024
70,João Lucas Campos,51.0,83.45,4350.0,8,5,62.5,pbr_brazil,2024
71,Alison Aguiar,50.0,86.75,3958.0,4,4,100.0,pbr_brazil,2024
72,Nathan Campos,48.0,79.78,4618.0,14,8,57.14,pbr_brazil,2024
72,Gean Carlos da Silva,48.0,84.67,5670.0,4,3,75.0,pbr_brazil,2024
74,Maciel Santana,47.0,84.55,4415.0,15,5,33.33,pbr_brazil,2024
75,Lauro Nunes Vieira,46.5,85.25,100.0,10,4,40.0,pbr_brazil,2024
76,Huan de Souza,46.0,83.25,1525.0,10,4,40.0,pbr_brazil,2024
77,Julio Cesar Ribeiro,45.5,83.45,2426.0,7,5,71.43,pbr_brazil,2024
78,Lucas Divino,43.0,89.0,1575.0,4,2,50.0,pbr_brazil,2024
79,Gilmaik Lima,42.5,81.7,1325.0,12,5,41.67,pbr_brazil,2024
80,Luiz Humberto Gonçalves,42.0,83.25,3795.0,6,4,66.67,pbr_brazil,2024
81,Guilherme Roberto,41.0,81.63,2855.0,9,4,44.44,pbr_brazil,2024
82,Jefferson de Lima,40.0,78.05,1519.0,11,5,45.45,pbr_brazil,2024
82,Genivan da Silva,40.0,82.0,4275.0,5,4,80.0,pbr_brazil,2024
84,Cladson Rodolfo,39.0,82.13,2580.0,11,4,36.36,pbr_brazil,2024
84,Mason Spain,39.0,86.33,4370.0,4,3,75.0,pbr_brazil,2024
86,Guilherme Filadelpho,35.0,85.5,2400.0,5,3,60.0,pbr_brazil,2024
87,Otniel da Silva,34.0,80.9,890.0,11,5,45.45,pbr_brazil,2024
87,Nilton Batista,34.0,79.25,2400.0,5,4,80.0,pbr_brazil,2024
89,Sebastião Moreira,33.0,80.58,4410.0,4,3,75.0,pbr_brazil,2024
90,Ronaldo Santos Jr.,32.5,87.75,6580.0,6,2,33.33,pbr_brazil,2024
91,Adilson Gonçalves,32.0,86.63,4354.0,4,2,50.0,pbr_brazil,2024
92,Alisson Rodrigues,30.5,77.63,3075.0,5,4,80.0,pbr_brazil,2024
93,Paulo Eduardo Rossetto,30.0,87.5,540.0,5,2,40.0,pbr_brazil,2024
94,Rubens Barbosa,27.5,83.25,0.0,8,2,25.0,pbr_brazil,2024
95,Geovani do Nascimento,26.5,81.69,2835.0,7,4,57.14,pbr_brazil,2024
96,Willian Bueno de Oliveira,26.0,81.0,1350.0,10,3,30.0,pbr_brazil,2024
97,Fabricio Silva,25.5,85.5,750.0,3,2,66.67,pbr_brazil,2024
98,Roque Palermo,25.0,83.0,1350.0,3,2,66.67,pbr_brazil,2024
99,Jeferson Morais,24.0,75.0,336.0,13,3,23.08,pbr_brazil,2024
99,Rafael de Lana,24.0,84.13,2205.0,4,2,50.0,pbr_brazil,2024
99,Rafael Mendes,24.0,85.25,600.0,3,2,66.67,pbr_brazil,2024
102,Marco Eguchi,23.0,84.88,0.0,3,2,66.67,pbr_brazil,2024
102,Assyrio Dias,23.0,79.44,2695.0,6,4,66.67,pbr_brazil,2024
102,Flavio Zivieri,23.0,84.13,120.0,9,2,22.22,pbr_brazil,2024
105,Lillber da Silva,22.5,85.13,855.0,7,2,28.57,pbr_brazil,2024
106,Arnaldo Junio,22.0,84.25,540.0,4,2,50.0,pbr_brazil,2024
106,Eric Pereira,22.0,86.13,968.0,4,2,50.0,pbr_brazil,2024
108,Juliano Ferreira,21.0,78.33,0.0,4,3,75.0,pbr_brazil,2024
109,Juliano Silveira,20.5,87.13,495.0,8,2,25.0,pbr_brazil,2024
109,Iago Aleixo Alves,20.5,84.75,225.0,3,2,66.67,pbr_brazil,2024
111,Guilherme Verão Prado,19.0,84.63,0.0,9,2,22.22,pbr_brazil,2024
111,João Henrique Gomes,19.0,85.25,0.0,3,2,66.67,pbr_brazil,2024
113,Alex Ornelas,18.5,85.0,0.0,4,2,50.0,pbr_brazil,2024
114,Heitor Teodoro,18.0,75.17,0.0,6,3,50.0,pbr_brazil,2024
114,Dimas Neto,18.0,85.25,0.0,3,2,66.67,pbr_brazil,2024
116,Daniel Arantes,17.5,80.25,263.0,3,2,66.67,pbr_brazil,2024
117,Rovilson Pereira,17.0,79.38,0.0,3,2,66.67,pbr_brazil,2024
117,Natan Eduardo,17.0,78.83,1600.0,5,3,60.0,pbr_brazil,2024
119,Ramon de Lima,15.0,88.0,75.0,3,1,33.33,pbr_brazil,2024
120,Ezekiel Mitchell,14.0,87.5,240.0,3,1,33.33,pbr_brazil,2024
120,Fabricio Alves Gomes,14.0,82.5,540.0,7,2,28.57,pbr_brazil,2024
120,Vitor Crespo,14.0,84.5,200.0,4,1,25.0,pbr_brazil,2024
123,Waldiney Carvalho,12.5,81.75,338.0,3,2,66.67,pbr_brazil,2024
124,Carlos Souza Filho,12.0,88.0,675.0,3,1,33.33,pbr_brazil,2024
124,Gabriel Silva,12.0,87.0,300.0,3,1,33.33,pbr_brazil,2024
126,Samuel Lourenço,11.33,76.5,90.0,4,2,50.0,pbr_brazil,2024
127,Felipe Pereira,11.0,87.0,375.0,3,1,33.33,pbr_brazil,2024
127,Pedro Henrique de Lana,11.0,86.25,338.0,3,1,33.33,pbr_brazil,2024
129,Ruan Barbosa,10.5,86.25,263.0,3,1,33.33,pbr_brazil,2024
129,Willian Peres Ribeiro,10.5,76.25,135.0,6,2,33.33,pbr_brazil,2024
129,Lucas Rafael Ribeiro,10.5,86.0,203.0,7,1,14.29,pbr_brazil,2024
129,Thiago Mariano,10.5,86.0,300.0,2,1,50.0,pbr_brazil,2024
133,Vitor Hugo Costa,10.0,82.0,0.0,9,2,22.22,pbr_brazil,2024
133,Leonardo Zampollo,10.0,78.0,0.0,6,2,33.33,pbr_brazil,2024
133,Eduardo Henrique Oliveira,10.0,76.88,0.0,6,2,33.33,pbr_brazil,2024
133,Welington Tereza,10.0,83.0,60.0,4,2,50.0,pbr_brazil,2024
133,Alex Junio da Silveira,10.0,86.5,300.0,4,1,25.0,pbr_brazil,2024
133,Tiago Lucas,10.0,84.0,150.0,3,1,33.33,pbr_brazil,2024
139,Jailson da Silva,9.33,85.0,90.0,6,1,16.67,pbr_brazil,2024
140,Eder Lopes Fernandes,9.0,85.0,0.0,3,1,33.33,pbr_brazil,2024
140,Iago Santos,9.0,82.0,0.0,3,1,33.33,pbr_brazil,2024
140,Luis Henrique Faria,9.0,81.88,0.0,3,2,66.67,pbr_brazil,2024
140,Luiz Gustavo Galvani,9.0,84.0,0.0,5,1,20.0,pbr_brazil,2024
140,Jean Carlos Teodoro,9.0,86.0,0.0,5,1,20.0,pbr_brazil,2024
140,Jose Vitor Alves de Souza,9.0,82.75,0.0,2,1,50.0,pbr_brazil,2024
140,Joao Pedro Vieira de Castro,9.0,86.0,0.0,3,1,33.33,pbr_brazil,2024
140,Hudson Rongelli,9.0,82.0,0.0,3,1,33.33,pbr_brazil,2024
140,Alan Belchior,9.0,83.5,0.0,3,1,33.33,pbr_brazil,2024
140,José Carlos Junior,9.0,86.0,75.0,3,1,33.33,pbr_brazil,2024
150,Marcos Felipe Santos Silva,8.0,71.0,0.0,8,1,12.5,pbr_brazil,2024
150,Alex Venturine,8.0,76.0,0.0,3,1,33.33,pbr_brazil,2024
152,Richard Fernandes,7.0,68.63,0.0,8,2,25.0,pbr_brazil,2024
153,Luiz Miguel de Souza,2.0,76.33,0.0,10,3,30.0,pbr_brazil,2024
153,Djalma Miranda,2.0,79.0,0.0,2,1,50.0,pbr_brazil,2024
155,Keison Indalecio,1.0,76.75,0.0,4,2,50.0,pbr_brazil,2024
155,Rafael da Silva Santos,1.0,80.0,0.0,5,1,20.0,pbr_brazil,2024
155,Daniel de Moraes,1.0,80.75,0.0,2,1,50.0,pbr_brazil,2024
158,Anderson dos Santos,0.5,78.0,0.0,2,1,50.0,pbr_brazil,2024
159,Gabriel Morais,0.0,0.0,2500.0,2,0,0.0,pbr_brazil,2024
159,Mateus Felipe Ferreira,0.0,62.0,0.0,3,1,33.33,pbr_brazil,2024
159,Alexandre Rocha,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Adauto Ribeiro,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Alessandro Machado,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Matheus de Souza,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Edson Augusto da Silva,0.0,76.5,0.0,3,1,33.33,pbr_brazil,2024
159,Thiago Novais Silveira,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Paulo Galdino,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Robson Aragão,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Ricardo Rosa Vais,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Alan da Silva,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Valter Dias Junior,0.0,80.0,0.0,6,1,16.67,pbr_brazil,2024
159,Geovani de Brito,0.0,79.5,0.0,2,1,50.0,pbr_brazil,2024
159,Carlos de Oliveira,0.0,71.5,0.0,3,1,33.33,pbr_brazil,2024
159,Renan Mendes,0.0,73.0,0.0,3,1,33.33,pbr_brazil,2024
159,Kayke da Silva,0.0,71.5,0.0,4,1,25.0,pbr_brazil,2024
159,Ray Martins,0.0,56.75,0.0,2,1,50.0,pbr_brazil,2024
159,Pedro Henrique Ariano,0.0,0.0,0.0,5,0,0.0,pbr_brazil,2024
159,Rui Lopes,0.0,0.0,0.0,4,0,0.0,pbr_brazil,2024
159,Gildasio Guedes,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2024
159,Mateus da Silva,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Alyson Flores,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Clinton de Oliveira,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Wagner Teodoro,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Luiz Gustavo Machado,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2024
159,Vinicius Nicolau,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Jeanderson de Souza,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Rodrigo Aparecido da Silva,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Daniel Pacheco dos Santos,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Diogo dos Santos,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Marco Tulio Fernandes,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Rudson de Almeida,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,João Sidney Carrascal,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Kelvin da Silva,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Luccas Rafael da Silva,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Wagno de Oliveira,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Riomar de Almeida,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Geandro Nunes,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,João Ulisses de Oliveira,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Antonio Neto,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Claudemir da Silva,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Guilherme Somões,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Claudio Eduardo da Silva,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Saislan de Souza,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Olimpio da Silva,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Carlos Henrique Cardoso,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2024
159,Erisvaldo da Silva,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Fabricio Cassalho,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,João Vitor de Almeida,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Pedro Lucas Ribeiro,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Ramon do Nascimento,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Sidney Martins,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2024
159,Alan Lopes,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Anderson Gomes,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Eliezer Alexandre,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Lucas Rabelo,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Natercio de Souza,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Walker Dionisio Oliveira,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Andre Silva Souza,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Douglas Lino de Souza,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Moises Ramos,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Luiz Ricardo de Moraes,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Matheus de Carvalho,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Diego de Paula,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Elton Jose Filho,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,João Vitor da Costa,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Luiz Henrique da Silva,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Renan Marques,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,João Victor de Araujo,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Thiago Rocha,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2024
159,Giovanne Callegari,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2024
159,Willian da Silva,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2024
159,Caique Mendonça,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Felipe dos Santos,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Janslei de Souza,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Itamar Junior,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Anderson Machado,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Douglas Campos Junior,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Fabio dos Santos,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2024
159,Hilbert de Almeida,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Kaua de Farias,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Thiago Coelho,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Gleno Rosa,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Richard de Souza,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Fabricio de Souza,0.0,0.0,0.0,3,0,0.0,pbr_brazil,2024
159,Jonath Lifonso,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Luis Gustavo Mattos,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Gilson Nazário,0.0,0.0,0.0,4,0,0.0,pbr_brazil,2024
159,Marcio Souza,0.0,0.0,0.0,1,0,0.0,pbr_brazil,2024
159,Matheus Bento,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
159,Vitor Manoel Ruy,0.0,0.0,0.0,2,0,0.0,pbr_brazil,2024
1,Nick Tetz,,84.38,249622.0,61,34,55.74,pbr_canada,2024
2,Cody Coverchuk,,84.37,91124.0,61,34,55.74,pbr_canada,2024
3,Dakota Buttar,608.75,84.52,40231.0,47,21,44.68,pbr_canada,2024
4,Coy Robbins,568.0,83.25,48098.0,50,25,50.0,pbr_canada,2024
5,Ashton Sahli,526.5,83.61,46080.0,52,19,36.54,pbr_canada,2024
6,Callum Miller,519.0,83.98,51667.0,18,11,61.11,pbr_canada,2024
7,Weston Davidson,463.5,84.04,33235.0,52,12,23.08,pbr_canada,2024
8,Chanse Switzer,443.33,83.62,33534.0,57,17,29.82,pbr_canada,2024
9,Jared Parsonage,435.16,83.63,29337.0,30,12,40.0,pbr_canada,2024
10,Jordan Hansen,424.0,83.03,27620.0,32,17,53.13,pbr_canada,2024
11,Aaron Roy,405.0,82.28,30803.0,67,20,29.85,pbr_canada,2024
11,Jake Gardner,405.0,85.84,25132.0,16,8,50.0,pbr_canada,2024
13,Gilmar Santana,382.5,83.32,22799.0,42,14,33.33,pbr_canada,2024
14,Tyler Craig,376.66,83.0,20062.0,64,17,26.56,pbr_canada,2024
15,Garrett Green,325.0,82.06,23606.0,30,13,43.33,pbr_canada,2024
16,Tanner Eno,284.0,84.14,13576.0,26,9,34.62,pbr_canada,2024
17,John Crimber,283.0,88.38,16300.0,4,4,100.0,pbr_canada,2024
18,Boudreaux Campbell,263.0,85.17,17171.0,6,3,50.0,pbr_canada,2024
19,Stefan Tonita,209.25,82.3,9071.0,41,10,24.39,pbr_canada,2024
20,Wyatt Gleeson,182.0,81.5,11455.0,34,7,20.59,pbr_canada,2024
21,Cody Fraser,169.0,78.88,9053.0,47,8,17.02,pbr_canada,2024
22,Boston Leather,160.0,85.0,15250.0,4,3,75.0,pbr_canada,2024
23,Colten Fritzlan,125.25,85.67,3900.0,3,3,100.0,pbr_canada,2024
24,Cauy Schmidt,123.33,79.71,9326.0,34,7,20.59,pbr_canada,2024
25,Brock Radford,104.5,78.0,5473.0,20,4,20.0,pbr_canada,2024
26,Wade Marshall,104.0,82.63,7189.0,25,4,16.0,pbr_canada,2024
26,Dixon Tattrie,104.0,82.25,9355.0,28,6,21.43,pbr_canada,2024
28,Alison dos Santos,82.16,77.45,4866.0,16,5,31.25,pbr_canada,2024
29,Chad Hartman,80.0,81.3,4005.0,40,5,12.5,pbr_canada,2024
30,Eric O'Flynn,78.5,80.4,3198.0,18,5,27.78,pbr_canada,2024
31,Donnie Rutherfurd,73.0,83.13,7853.0,6,4,66.67,pbr_canada,2024
32,Griffin Koester,68.0,80.5,3627.0,35,7,20.0,pbr_canada,2024
33,Dusty Golden,64.5,82.83,4030.0,23,3,13.04,pbr_canada,2024
34,William Barrows,63.0,77.2,6518.0,19,5,26.32,pbr_canada,2024
35,Lonnie West,62.0,83.5,5716.0,8,3,37.5,pbr_canada,2024
36,Jake Maher,52.0,82.67,3304.0,4,3,75.0,pbr_canada,2024
37,Toby Adams,43.0,83.5,3609.0,11,2,18.18,pbr_canada,2024
38,Andrew Alvidrez,41.33,85.0,5383.0,7,2,28.57,pbr_canada,2024
39,Trace Redd,40.0,84.5,3225.0,4,2,50.0,pbr_canada,2024
40,Ky Hamilton,39.0,85.5,2875.0,2,1,50.0,pbr_canada,2024
41,Marshall Senger,36.5,83.25,1127.0,11,2,18.18,pbr_canada,2024
42,Fabian Dueck,36.0,80.75,630.0,13,2,15.38,pbr_canada,2024
42,Grady Young,36.0,86.0,3830.0,6,1,16.67,pbr_canada,2024
44,Justin Van de Kemp,33.0,80.5,1571.0,3,1,33.33,pbr_canada,2024
45,Micheal Ostashek,28.5,80.67,1599.0,9,3,33.33,pbr_canada,2024
46,Keaton Martz,24.0,74.88,998.0,27,4,14.81,pbr_canada,2024
47,Wyatt Laughlin,20.5,83.5,570.0,10,1,10.0,pbr_canada,2024
48,Auzyn Corr,18.0,88.0,1668.0,11,1,9.09,pbr_canada,2024
48,Cody Teel,18.0,82.75,0.0,3,1,33.33,pbr_canada,2024
48,Koltin Hevalow,18.0,85.0,0.0,2,1,50.0,pbr_canada,2024
51,Ben Bode,16.0,81.75,0.0,4,1,25.0,pbr_canada,2024
52,Wyatt Rogers,15.0,80.0,2338.0,8,1,12.5,pbr_canada,2024
53,Dawson Shannon,12.5,83.5,0.0,12,1,8.33,pbr_canada,2024
54,Elijah Mora,11.0,81.0,510.0,3,1,33.33,pbr_canada,2024
54,Wyatt Fennig,11.0,78.5,164.0,8,1,12.5,pbr_canada,2024
56,Tyson Salmon,3.0,75.0,208.0,5,1,20.0,pbr_canada,2024
57,Carter Sahli,2.0,75.5,244.0,24,1,4.17,pbr_canada,2024
58,Daylon Swearingen,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,Tim Lipsett,0.0,0.0,0.0,6,0,0.0,pbr_canada,2024
58,Tanner Skene,0.0,0.0,0.0,6,0,0.0,pbr_canada,2024
58,Cole Young,0.0,0.0,0.0,7,0,0.0,pbr_canada,2024
58,Jett Lambert,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Orrin Marshall,0.0,0.0,0.0,9,0,0.0,pbr_canada,2024
58,Elijah Gordon,0.0,0.0,0.0,32,0,0.0,pbr_canada,2024
58,Brahmer Gaehring,0.0,0.0,0.0,16,0,0.0,pbr_canada,2024
58,Brayden Shore,0.0,0.0,0.0,15,0,0.0,pbr_canada,2024
58,Clay Gordon,0.0,0.0,0.0,6,0,0.0,pbr_canada,2024
58,Zachery King,0.0,0.0,0.0,4,0,0.0,pbr_canada,2024
58,Tyler Ewart,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,Chad Neufeld,0.0,0.0,0.0,3,0,0.0,pbr_canada,2024
58,Charlie Yahey,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Coy Doore,0.0,0.0,0.0,5,0,0.0,pbr_canada,2024
58,Kelvin Hillier,0.0,0.0,0.0,8,0,0.0,pbr_canada,2024
58,Edgardo Figueroa,0.0,0.0,0.0,5,0,0.0,pbr_canada,2024
58,Trey Buettner,0.0,0.0,0.0,6,0,0.0,pbr_canada,2024
58,Austin Paley,0.0,0.0,0.0,7,0,0.0,pbr_canada,2024
58,Trinity Bear,0.0,0.0,0.0,5,0,0.0,pbr_canada,2024
58,Tristen Manning,0.0,0.0,0.0,5,0,0.0,pbr_canada,2024
58,Pokey Houghton,0.0,0.0,0.0,3,0,0.0,pbr_canada,2024
58,Gage Hillis,0.0,0.0,0.0,3,0,0.0,pbr_canada,2024
58,Ashten Hawtin,0.0,0.0,0.0,3,0,0.0,pbr_canada,2024
58,Joao Jacob,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,Jesse Ozirney,0.0,0.0,0.0,3,0,0.0,pbr_canada,2024
58,Payton Konkel,0.0,0.0,0.0,3,0,0.0,pbr_canada,2024
58,Mason Ward,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,Beau Gardner,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Lonnie Phillips,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Billy Stuart,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,James Mackie,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Tryce Cowboy Chief Moon,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,Ian Lush,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,Tyan Mailer,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,Skyler Bearcheif,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,Emmitt Twigg,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,Riel Bruised Head,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,Brady Smith,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Drake Wasieczko,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Zane Tully,0.0,0.0,0.0,4,0,0.0,pbr_canada,2024
58,Kyle Frizzi,0.0,0.0,0.0,3,0,0.0,pbr_canada,2024
58,Bret Timmermans,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Nate Carnes,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Issac Janzen,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Tyler Bauer,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Phillip Litton,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,Dakota Louis,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,Will Loomis,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Jess Lockwood,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Storm Noskye,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
58,Dayton Johnston,0.0,0.0,0.0,2,0,0.0,pbr_canada,2024
58,Coleton Matheson,0.0,0.0,0.0,1,0,0.0,pbr_canada,2024
1,Grayson Cole,742.0,84.54,87727.0,62,19,30.65,pendleton_whisky_velocity_tour,2024
2,Ederson Santos,701.5,83.54,35260.0,42,23,54.76,pendleton_whisky_velocity_tour,2024
3,Dener Barbosa,565.5,83.22,25699.0,31,17,54.84,pendleton_whisky_velocity_tour,2024
4,John Crimber,560.5,86.8,44093.0,15,10,66.67,pendleton_whisky_velocity_tour,2024
5,Jean Fernandes Pereira,504.33,82.68,21798.0,55,22,40.0,pendleton_whisky_velocity_tour,2024
6,Dawson Branton,463.66,85.77,23418.0,20,11,55.0,pendleton_whisky_velocity_tour,2024
7,Marco Rizzo,458.0,83.79,22671.0,27,12,44.44,pendleton_whisky_velocity_tour,2024
8,Paulo Eduardo Rossetto,456.5,82.67,46621.0,25,13,52.0,pendleton_whisky_velocity_tour,2024
9,Ezekiel Mitchell,453.5,85.35,23359.0,20,12,60.0,pendleton_whisky_velocity_tour,2024
10,Ramon de Lima,452.5,81.82,18305.0,39,18,46.15,pendleton_whisky_velocity_tour,2024
11,Claudio Montanha Jr.,437.16,84.5,19034.0,46,17,36.96,pendleton_whisky_velocity_tour,2024
12,Thiago Salgado,403.33,84.59,17092.0,29,16,55.17,pendleton_whisky_velocity_tour,2024
13,Guilherme Valleiras,382.0,84.19,14521.0,32,18,56.25,pendleton_whisky_velocity_tour,2024
14,Eric Henrique Domingos,376.83,83.97,18635.0,43,19,44.19,pendleton_whisky_velocity_tour,2024
15,Lucas Divino,373.5,81.28,18840.0,21,15,71.43,pendleton_whisky_velocity_tour,2024
16,Jake Morinec,365.0,86.33,20464.0,22,9,40.91,pendleton_whisky_velocity_tour,2024
17,Daniel Keeping,363.0,85.18,18586.0,22,11,50.0,pendleton_whisky_velocity_tour,2024
18,Cody Coverchuk,362.0,84.13,17582.0,17,15,88.24,pendleton_whisky_velocity_tour,2024
19,Marcelo Procopio Pereira,355.5,80.5,18318.0,55,13,23.64,pendleton_whisky_velocity_tour,2024
